temperature,altitude,pressure,zone_class
23.38,626.4,945.0,Cool_Humid
23.0,200.0,989.29,Cool_Humid
32.0,190.3,995.0,Hot_Dry
23.16,428.0,960.94,Cool_Humid
38.1,631.7,946.38,Unstable
28.84,300.0,995.0,Hot_Dry
20.11,573.2,947.93,Cool_Humid
22.69,464.5,957.62,Cool_Humid
25.26,698.9,945.0,Cool_Humid
20.64,451.4,959.9,Cool_Humid
24.99,197.0,1007.54,Unstable
28.86,48.7,1010.99,Hot_Dry
30.09,165.0,1000.72,Hot_Dry
17.09,640.0,944.0,Unstable
38.49,502.3,947.09,Unstable
26.09,85.2,1013.37,Unstable
28.3,369.5,969.85,Unstable
31.23,53.0,1010.45,Hot_Dry
40.0,452.5,957.79,Unstable
40.0,136.8,986.49,Unstable
31.5,86.3,1009.22,Hot_Dry
29.96,362.3,970.45,Unstable
24.08,421.6,962.22,Cool_Humid
22.41,533.8,953.58,Cool_Humid
23.41,540.3,948.49,Cool_Humid
20.69,403.1,964.79,Cool_Humid
21.2,423.0,961.19,Cool_Humid
21.58,704.5,945.0,Cool_Humid
32.41,918.7,902.53,Unstable
23.16,439.4,961.71,Cool_Humid
16.58,367.2,978.65,Unstable
23.52,441.0,959.87,Cool_Humid
33.02,216.9,994.44,Unstable
21.82,549.3,951.86,Cool_Humid
22.81,790.8,945.0,Cool_Humid
33.87,33.9,1013.51,Hot_Dry
21.13,457.0,957.06,Cool_Humid
32.5,28.1,1013.72,Hot_Dry
23.74,312.3,977.31,Cool_Humid
20.16,541.6,948.0,Cool_Humid
22.97,458.0,957.35,Cool_Humid
32.13,93.1,1001.7,Hot_Dry
15.0,255.1,998.33,Unstable
32.02,136.3,1002.77,Hot_Dry
29.45,200.1,995.0,Hot_Dry
21.54,307.4,961.49,Unstable
35.0,251.7,995.0,Hot_Dry
36.7,55.6,1034.33,Unstable
40.0,653.9,938.3,Unstable
23.65,600.9,945.0,Cool_Humid
30.04,572.7,949.91,Unstable
22.12,532.1,946.04,Cool_Humid
21.45,800.0,945.0,Cool_Humid
30.42,29.7,1017.4,Hot_Dry
23.01,596.7,945.0,Cool_Humid
17.33,548.0,954.32,Unstable
30.97,201.8,995.0,Hot_Dry
32.03,230.2,995.0,Hot_Dry
27.39,978.5,907.56,Unstable
22.66,484.5,960.59,Cool_Humid
29.19,287.9,995.0,Hot_Dry
22.02,591.8,945.94,Cool_Humid
23.0,312.5,964.24,Unstable
15.0,516.5,921.24,Unstable
32.44,70.3,1011.08,Unstable
21.26,591.3,945.0,Cool_Humid
35.0,137.4,1001.17,Hot_Dry
30.53,138.1,997.0,Hot_Dry
32.67,213.8,977.11,Unstable
33.11,145.3,996.47,Hot_Dry
27.89,43.4,996.07,Unstable
32.79,64.6,1003.59,Hot_Dry
21.35,577.7,945.0,Cool_Humid
21.81,498.8,954.2,Cool_Humid
22.21,793.0,945.0,Cool_Humid
20.0,749.8,945.0,Cool_Humid
30.62,257.0,995.0,Hot_Dry
30.93,408.8,967.99,Unstable
31.81,277.6,1000.68,Unstable
22.72,425.8,965.45,Cool_Humid
40.0,228.7,954.24,Unstable
26.29,766.6,936.34,Unstable
33.46,92.4,1005.5,Hot_Dry
21.76,331.2,974.09,Cool_Humid
28.58,93.2,1008.05,Hot_Dry
21.69,644.4,945.0,Cool_Humid
30.39,31.4,1011.33,Hot_Dry
31.42,300.0,995.0,Hot_Dry
33.88,44.6,1008.41,Hot_Dry
28.65,39.3,1011.74,Hot_Dry
19.9,402.4,950.1,Unstable
22.02,502.2,952.15,Cool_Humid
30.07,300.0,995.0,Hot_Dry
22.48,323.1,976.38,Cool_Humid
29.15,926.3,905.0,Unstable
23.46,60.5,996.32,Unstable
33.39,136.2,1000.03,Hot_Dry
33.6,241.7,995.0,Hot_Dry
23.26,800.0,945.0,Cool_Humid
30.83,300.0,995.0,Hot_Dry
20.83,641.2,945.0,Cool_Humid
25.39,445.2,962.3,Cool_Humid
35.0,54.9,1011.83,Hot_Dry
32.46,206.8,995.0,Hot_Dry
34.89,826.3,900.0,Unstable
23.91,320.3,974.59,Cool_Humid
20.22,218.6,977.81,Unstable
20.0,673.8,945.0,Cool_Humid
33.9,735.8,941.1,Unstable
21.95,341.7,971.41,Cool_Humid
32.3,460.6,944.52,Unstable
35.0,257.7,995.0,Hot_Dry
31.24,147.6,996.3,Hot_Dry
32.49,36.3,1010.44,Hot_Dry
21.97,511.4,951.25,Cool_Humid
35.31,612.1,943.51,Unstable
23.62,806.9,909.8,Unstable
25.21,402.3,967.52,Cool_Humid
29.97,186.4,995.0,Hot_Dry
33.09,40.3,1011.97,Hot_Dry
33.29,144.6,997.29,Hot_Dry
23.58,441.8,963.46,Cool_Humid
33.63,28.8,1011.31,Hot_Dry
32.0,158.4,1000.53,Hot_Dry
19.8,824.3,928.75,Unstable
20.43,623.9,929.24,Unstable
21.81,549.9,949.3,Cool_Humid
24.48,431.9,963.54,Cool_Humid
31.22,96.5,1004.21,Hot_Dry
29.1,272.6,995.0,Hot_Dry
29.26,161.0,997.34,Hot_Dry
30.64,137.8,989.21,Unstable
34.34,76.5,1011.8,Hot_Dry
18.8,361.3,960.8,Unstable
21.84,615.4,945.0,Cool_Humid
30.76,210.4,995.0,Hot_Dry
32.11,204.5,995.0,Hot_Dry
28.91,25.7,1000.71,Unstable
30.21,66.5,1009.05,Hot_Dry
24.43,585.5,946.16,Cool_Humid
32.59,174.0,996.09,Hot_Dry
32.73,693.7,923.35,Unstable
23.16,549.8,949.1,Cool_Humid
18.68,346.6,997.44,Unstable
22.14,675.0,945.0,Cool_Humid
25.74,140.1,983.65,Unstable
32.12,65.3,1008.19,Hot_Dry
33.17,427.5,981.85,Unstable
23.36,540.8,951.05,Cool_Humid
23.74,636.2,945.0,Cool_Humid
15.0,24.1,1009.59,Unstable
28.75,66.5,1006.53,Hot_Dry
34.54,32.0,1011.21,Unstable
24.45,240.3,982.85,Unstable
34.6,159.5,1001.04,Hot_Dry
25.76,314.3,976.2,Cool_Humid
18.4,183.4,980.62,Unstable
24.95,503.6,954.04,Cool_Humid
29.82,139.1,1001.71,Hot_Dry
30.18,300.0,995.0,Hot_Dry
20.21,913.6,930.74,Unstable
32.96,20.0,1010.75,Hot_Dry
25.51,382.9,983.29,Unstable
26.43,513.1,933.77,Unstable
15.0,410.7,955.42,Unstable
24.29,619.8,945.0,Cool_Humid
31.54,251.5,995.0,Hot_Dry
24.11,537.4,950.15,Cool_Humid
20.0,468.2,959.43,Cool_Humid
22.32,603.4,945.0,Cool_Humid
31.33,209.0,995.0,Hot_Dry
20.0,660.5,945.0,Cool_Humid
25.74,691.9,945.0,Cool_Humid
24.2,418.5,964.51,Cool_Humid
21.79,366.4,967.96,Cool_Humid
27.22,729.6,919.53,Unstable
30.29,5.6,1019.24,Hot_Dry
22.85,580.1,947.56,Cool_Humid
33.44,174.6,999.83,Hot_Dry
25.4,467.9,959.13,Cool_Humid
40.0,334.9,991.87,Unstable
22.26,475.4,956.7,Cool_Humid
22.35,458.2,960.01,Cool_Humid
40.0,510.8,951.16,Unstable
22.12,568.0,945.96,Cool_Humid
33.15,233.0,995.0,Hot_Dry
30.96,28.2,1016.85,Hot_Dry
32.81,110.3,1005.73,Hot_Dry
30.2,153.3,996.52,Hot_Dry
31.5,205.3,995.15,Hot_Dry
20.14,481.1,956.88,Unstable
33.87,140.9,996.47,Hot_Dry
28.1,439.1,965.94,Unstable
29.14,181.7,995.0,Hot_Dry
25.89,264.0,983.47,Unstable
21.08,560.6,950.51,Cool_Humid
20.14,185.8,987.57,Unstable
32.59,24.7,1017.26,Hot_Dry
21.7,579.0,945.0,Cool_Humid
24.06,586.5,950.92,Cool_Humid
31.13,231.3,995.0,Hot_Dry
30.89,756.5,927.29,Unstable
29.51,118.9,1009.14,Hot_Dry
33.55,111.8,1004.59,Hot_Dry
21.74,510.2,958.06,Cool_Humid
35.0,186.5,995.0,Hot_Dry
21.89,405.3,967.43,Cool_Humid
15.1,124.9,994.2,Unstable
21.9,679.1,945.0,Cool_Humid
28.22,192.1,996.99,Hot_Dry
24.97,419.1,960.65,Cool_Humid
35.0,95.9,1002.83,Hot_Dry
32.98,195.9,995.0,Hot_Dry
29.58,288.7,995.0,Hot_Dry
15.0,647.9,944.5,Unstable
20.63,556.7,949.62,Cool_Humid
29.27,67.2,1011.63,Hot_Dry
29.62,214.8,995.0,Hot_Dry
29.5,245.5,997.51,Unstable
22.37,485.8,954.51,Cool_Humid
22.23,245.2,984.74,Unstable
24.58,524.1,951.15,Cool_Humid
30.69,300.0,995.0,Hot_Dry
33.09,94.9,1006.33,Hot_Dry
23.05,747.4,945.0,Cool_Humid
25.51,633.9,945.0,Cool_Humid
25.14,927.1,908.95,Unstable
21.62,690.4,945.0,Cool_Humid
23.88,395.1,965.2,Cool_Humid
23.22,708.4,945.0,Cool_Humid
31.23,154.0,995.82,Hot_Dry
40.0,81.1,1005.7,Unstable
33.43,147.2,997.87,Hot_Dry
35.81,170.6,1019.35,Unstable
36.51,84.3,987.6,Unstable
31.2,293.3,995.0,Hot_Dry
29.34,176.4,997.42,Hot_Dry
28.45,224.4,995.0,Hot_Dry
21.82,596.3,945.0,Cool_Humid
36.58,299.5,988.24,Unstable
25.65,555.1,947.88,Cool_Humid
28.78,69.9,1015.47,Unstable
30.84,76.0,1007.12,Hot_Dry
20.47,456.2,961.4,Cool_Humid
23.06,399.9,968.32,Cool_Humid
24.04,493.8,952.62,Unstable
28.45,300.0,995.0,Hot_Dry
40.0,446.7,963.63,Unstable
32.66,249.0,995.0,Hot_Dry
23.66,365.2,967.5,Cool_Humid
32.89,11.3,1015.42,Hot_Dry
31.58,230.2,995.0,Hot_Dry
26.0,433.2,960.67,Cool_Humid
18.58,76.2,985.0,Unstable
23.9,403.8,963.87,Cool_Humid
24.31,465.4,962.29,Cool_Humid
24.07,729.6,944.51,Unstable
22.82,613.3,945.0,Cool_Humid
40.0,940.7,941.33,Unstable
32.35,242.3,995.0,Hot_Dry
22.06,481.5,955.43,Cool_Humid
15.0,714.8,962.93,Unstable
21.48,800.0,945.0,Cool_Humid
21.26,751.6,904.84,Unstable
24.31,275.4,988.26,Unstable
31.76,116.7,1004.37,Hot_Dry
31.24,670.2,941.81,Unstable
22.77,341.5,976.68,Cool_Humid
29.8,815.4,926.21,Unstable
20.32,256.6,980.66,Unstable
33.12,171.1,996.02,Hot_Dry
24.61,682.8,945.0,Cool_Humid
24.9,550.0,947.59,Cool_Humid
31.11,285.6,995.0,Hot_Dry
21.42,463.1,963.19,Cool_Humid
20.15,759.2,945.0,Cool_Humid
31.68,137.5,999.85,Hot_Dry
20.41,440.6,960.85,Cool_Humid
31.33,136.6,1000.94,Hot_Dry
22.09,512.0,953.57,Cool_Humid
23.87,513.0,955.47,Cool_Humid
21.9,323.2,976.25,Cool_Humid
32.17,169.0,996.56,Hot_Dry
31.53,154.3,997.96,Hot_Dry
23.39,659.0,945.0,Cool_Humid
30.15,181.7,995.0,Hot_Dry
34.56,72.6,1005.81,Hot_Dry
29.14,128.6,1000.12,Hot_Dry
32.74,136.5,999.19,Hot_Dry
35.0,113.3,1003.37,Hot_Dry
33.26,162.5,995.41,Hot_Dry
26.0,540.4,948.87,Cool_Humid
33.75,78.4,1006.85,Hot_Dry
38.49,776.1,915.69,Unstable
23.33,471.3,957.93,Cool_Humid
25.49,199.6,1004.5,Unstable
23.26,514.0,952.95,Cool_Humid
27.04,880.3,908.91,Unstable
24.89,490.6,955.86,Cool_Humid
24.33,615.6,945.0,Cool_Humid
19.5,762.7,927.3,Unstable
36.11,589.8,924.49,Unstable
21.03,657.3,945.0,Cool_Humid
15.0,855.3,930.34,Unstable
25.94,700.7,941.26,Unstable
29.55,416.5,951.37,Unstable
29.09,274.6,995.0,Hot_Dry
36.44,933.9,900.0,Unstable
30.58,231.3,995.0,Hot_Dry
24.17,525.2,949.65,Cool_Humid
17.98,257.4,984.81,Unstable
31.9,166.1,998.08,Hot_Dry
32.05,400.1,951.35,Unstable
20.48,613.5,945.0,Cool_Humid
34.11,162.1,981.04,Unstable
22.44,402.3,965.21,Cool_Humid
25.62,311.5,975.83,Cool_Humid
26.0,333.6,973.91,Cool_Humid
30.57,221.0,995.0,Hot_Dry
32.95,137.5,998.31,Hot_Dry
19.58,68.3,991.57,Unstable
30.97,140.8,1002.14,Hot_Dry
26.0,300.5,976.87,Cool_Humid
28.52,221.3,995.0,Hot_Dry
21.25,604.5,939.02,Unstable
19.42,731.6,947.16,Unstable
38.53,10.6,1050.0,Unstable
30.86,242.4,995.0,Hot_Dry
22.24,574.9,982.0,Unstable
30.74,222.1,975.09,Unstable
24.75,370.4,967.72,Cool_Humid
34.63,304.3,978.69,Unstable
19.37,335.5,967.68,Unstable
29.46,165.5,995.0,Hot_Dry
20.0,558.4,947.58,Cool_Humid
34.09,300.0,995.0,Hot_Dry
33.94,104.9,1006.78,Unstable
33.58,103.9,1005.67,Hot_Dry
29.97,39.8,1007.28,Hot_Dry
35.0,98.0,1003.77,Hot_Dry
23.32,524.2,949.74,Unstable
23.6,474.3,954.14,Cool_Humid
32.64,23.6,1016.58,Hot_Dry
31.77,366.8,963.54,Unstable
36.35,405.9,980.19,Unstable
31.68,232.9,995.0,Hot_Dry
34.12,288.0,995.0,Hot_Dry
36.96,608.3,937.6,Unstable
20.78,700.5,945.0,Cool_Humid
34.18,118.4,998.47,Hot_Dry
29.75,456.0,970.4,Unstable
20.76,178.5,978.28,Unstable
31.84,88.5,1006.48,Hot_Dry
22.99,963.0,900.0,Unstable
34.67,0.0,1013.11,Hot_Dry
22.28,633.1,945.0,Cool_Humid
32.36,11.8,1013.29,Hot_Dry
35.03,368.2,967.46,Unstable
21.31,800.0,945.0,Cool_Humid
17.06,395.8,978.85,Unstable
33.2,199.5,995.0,Hot_Dry
30.51,139.1,1000.09,Hot_Dry
19.63,316.1,959.22,Unstable
34.51,776.6,910.39,Unstable
29.84,248.6,995.0,Hot_Dry
22.52,501.6,958.49,Cool_Humid
29.97,92.6,1007.02,Hot_Dry
21.09,174.6,976.19,Unstable
20.0,376.3,967.86,Cool_Humid
38.26,37.9,1006.59,Unstable
38.32,389.8,962.3,Unstable
19.47,317.0,991.79,Unstable
30.5,44.5,1013.52,Hot_Dry
25.04,220.0,985.73,Cool_Humid
33.84,695.1,946.44,Unstable
33.61,194.9,995.49,Hot_Dry
22.21,187.3,985.94,Unstable
32.67,170.9,995.0,Hot_Dry
15.0,95.0,983.89,Unstable
30.41,134.1,1002.68,Hot_Dry
23.32,719.2,911.2,Unstable
37.79,609.2,906.21,Unstable
24.76,440.0,961.5,Cool_Humid
35.19,776.9,925.05,Unstable
19.16,47.3,1012.29,Unstable
24.32,207.5,985.13,Unstable
25.58,496.2,957.83,Cool_Humid
35.0,115.5,995.75,Hot_Dry
33.3,90.5,1002.69,Hot_Dry
30.48,300.0,995.0,Hot_Dry
15.0,116.9,1010.28,Unstable
31.67,196.8,995.0,Hot_Dry
29.77,774.1,932.78,Unstable
25.2,73.6,1008.72,Unstable
24.53,850.0,910.63,Unstable
22.25,429.3,959.84,Cool_Humid
31.53,28.2,1015.81,Hot_Dry
31.2,148.2,1006.2,Unstable
31.78,203.2,995.0,Hot_Dry
30.13,141.4,996.6,Hot_Dry
22.72,373.9,968.55,Cool_Humid
35.0,8.6,1015.79,Hot_Dry
23.07,950.8,923.77,Unstable
33.85,191.4,995.0,Hot_Dry
39.56,176.6,976.88,Unstable
23.58,559.4,949.95,Cool_Humid
23.84,559.0,950.52,Unstable
32.3,269.7,995.0,Hot_Dry
31.63,201.8,995.0,Hot_Dry
22.73,526.7,952.59,Cool_Humid
40.0,952.9,915.67,Unstable
31.52,168.2,995.02,Hot_Dry
29.88,168.5,986.24,Unstable
30.92,135.0,1002.96,Hot_Dry
25.46,925.6,926.63,Unstable
25.94,906.2,926.48,Unstable
32.99,358.3,962.37,Unstable
37.85,28.4,1029.29,Unstable
32.79,84.2,1001.02,Hot_Dry
28.61,106.4,1006.5,Hot_Dry
27.17,459.8,968.6,Unstable
38.38,807.6,914.64,Unstable
24.74,636.6,945.0,Cool_Humid
33.82,155.9,995.0,Hot_Dry
15.0,250.1,979.15,Unstable
31.48,223.8,995.0,Hot_Dry
32.94,106.3,1008.13,Unstable
36.12,470.6,964.71,Unstable
32.08,101.5,1000.42,Hot_Dry
20.92,563.3,947.25,Cool_Humid
31.66,255.1,995.0,Hot_Dry
25.66,459.1,957.11,Cool_Humid
15.0,700.5,934.99,Unstable
30.68,97.7,1006.33,Hot_Dry
23.66,262.5,981.69,Cool_Humid
30.95,122.9,1004.3,Hot_Dry
39.91,624.0,940.42,Unstable
36.39,777.3,904.81,Unstable
19.04,796.9,924.48,Unstable
23.26,48.3,1008.83,Unstable
24.08,615.6,945.0,Cool_Humid
21.37,599.7,945.0,Cool_Humid
24.77,290.0,981.3,Cool_Humid
31.57,113.4,1005.63,Hot_Dry
36.49,71.2,986.86,Unstable
30.37,94.6,1003.78,Hot_Dry
30.44,190.8,995.36,Hot_Dry
21.88,275.6,983.23,Cool_Humid
22.72,609.1,945.0,Cool_Humid
20.0,592.4,947.62,Cool_Humid
27.92,325.8,976.36,Unstable
17.57,77.8,1002.66,Unstable
33.05,165.0,995.0,Hot_Dry
23.53,286.7,980.61,Cool_Humid
23.36,490.9,954.35,Cool_Humid
21.79,625.9,945.0,Cool_Humid
32.13,280.5,976.87,Unstable
34.27,0.0,1019.56,Hot_Dry
24.16,308.5,976.32,Cool_Humid
23.47,625.0,945.0,Cool_Humid
23.82,398.8,970.25,Cool_Humid
27.63,332.6,974.84,Unstable
20.35,377.9,965.76,Cool_Humid
30.65,300.0,995.0,Hot_Dry
25.38,365.4,969.14,Cool_Humid
32.49,800.7,925.03,Unstable
26.0,290.1,979.36,Cool_Humid
25.93,352.3,971.62,Cool_Humid
31.62,98.9,1003.95,Hot_Dry
31.57,240.6,995.0,Hot_Dry
28.47,76.3,1003.97,Hot_Dry
26.0,457.2,963.58,Cool_Humid
32.66,96.0,1005.04,Hot_Dry
34.33,120.8,1004.41,Hot_Dry
24.62,211.6,994.5,Unstable
31.38,194.5,995.0,Hot_Dry
35.0,87.3,1004.84,Hot_Dry
22.93,471.4,959.64,Cool_Humid
40.0,26.4,1016.06,Unstable
23.21,570.9,945.0,Cool_Humid
32.23,375.3,981.78,Unstable
32.78,253.7,995.0,Hot_Dry
20.0,461.4,959.84,Cool_Humid
24.96,401.4,964.43,Cool_Humid
34.0,0.0,1016.92,Hot_Dry
24.32,574.4,945.0,Cool_Humid
21.22,790.5,915.79,Unstable
28.0,626.3,926.58,Unstable
24.07,660.6,945.0,Cool_Humid
18.34,528.0,954.53,Unstable
34.16,605.4,942.81,Unstable
31.63,546.1,950.99,Unstable
27.43,13.5,986.16,Unstable
33.14,300.0,995.0,Hot_Dry
28.53,236.8,995.0,Hot_Dry
33.96,184.2,998.42,Hot_Dry
36.35,110.5,1006.71,Unstable
32.92,34.3,1012.51,Hot_Dry
29.24,186.0,995.0,Hot_Dry
29.11,214.2,995.0,Hot_Dry
35.0,123.3,1000.75,Hot_Dry
24.56,507.5,953.84,Cool_Humid
37.01,142.4,1007.45,Unstable
28.29,39.9,1014.92,Hot_Dry
30.82,114.0,1003.32,Hot_Dry
33.87,216.1,995.0,Hot_Dry
29.06,199.4,995.0,Hot_Dry
24.84,368.0,969.39,Cool_Humid
28.09,862.2,907.0,Unstable
27.15,292.6,1009.71,Unstable
34.19,63.4,1006.58,Hot_Dry
29.13,171.2,996.26,Hot_Dry
31.43,189.0,995.52,Hot_Dry
28.81,194.3,996.29,Hot_Dry
30.0,224.4,995.0,Hot_Dry
25.49,347.9,971.69,Cool_Humid
22.51,497.4,955.08,Cool_Humid
23.69,561.5,937.51,Unstable
40.0,797.4,940.99,Unstable
37.37,569.8,959.3,Unstable
23.02,464.6,959.52,Cool_Humid
18.65,373.0,957.31,Unstable
24.68,349.0,970.9,Cool_Humid
30.84,222.1,995.0,Hot_Dry
28.17,246.4,998.38,Unstable
31.98,144.7,997.1,Hot_Dry
26.0,200.7,987.58,Cool_Humid
34.8,80.2,1004.59,Hot_Dry
29.03,159.3,995.0,Hot_Dry
33.03,128.7,1000.15,Hot_Dry
28.39,73.6,1005.94,Hot_Dry
21.41,790.8,926.68,Unstable
32.61,300.0,995.0,Hot_Dry
24.92,375.9,966.77,Cool_Humid
34.38,0.0,1013.13,Hot_Dry
25.98,431.3,962.05,Cool_Humid
29.24,123.0,1002.51,Hot_Dry
24.75,503.1,951.74,Cool_Humid
22.47,623.0,945.0,Cool_Humid
21.23,622.1,945.0,Cool_Humid
21.69,200.0,990.61,Cool_Humid
23.88,522.7,950.46,Cool_Humid
18.54,250.4,975.7,Unstable
33.79,933.2,911.13,Unstable
21.73,369.8,966.55,Cool_Humid
20.9,492.0,955.87,Cool_Humid
24.78,996.0,900.0,Unstable
34.93,198.0,995.0,Hot_Dry
25.7,200.0,990.19,Cool_Humid
22.07,455.7,960.16,Cool_Humid
33.86,175.1,995.81,Hot_Dry
28.38,630.0,926.45,Unstable
20.8,646.7,945.0,Cool_Humid
25.41,386.3,969.31,Cool_Humid
34.33,600.2,936.84,Unstable
35.04,862.2,900.0,Unstable
23.18,651.5,945.0,Cool_Humid
32.82,192.9,997.3,Hot_Dry
20.89,550.8,948.86,Cool_Humid
30.0,86.3,1011.28,Hot_Dry
29.29,85.3,1006.24,Hot_Dry
34.96,136.5,998.93,Hot_Dry
32.44,129.1,1001.63,Hot_Dry
25.25,94.4,1007.26,Unstable
25.65,269.9,981.92,Cool_Humid
25.25,316.1,977.39,Cool_Humid
18.22,575.3,930.31,Unstable
23.77,800.0,945.0,Cool_Humid
36.34,74.4,991.55,Unstable
33.36,268.4,987.0,Unstable
32.13,24.3,1013.47,Hot_Dry
23.17,491.3,952.18,Cool_Humid
23.47,800.0,945.0,Cool_Humid
21.4,699.1,928.31,Unstable
37.3,310.1,989.55,Unstable
30.45,21.9,1013.08,Hot_Dry
32.89,134.1,998.32,Hot_Dry
34.03,295.6,994.3,Unstable
31.9,83.3,1006.68,Hot_Dry
23.66,422.5,963.11,Cool_Humid
22.54,537.8,947.37,Cool_Humid
35.0,177.0,995.0,Hot_Dry
39.07,359.7,993.58,Unstable
31.71,137.7,1002.29,Hot_Dry
21.35,800.0,945.0,Cool_Humid
24.04,675.0,945.0,Cool_Humid
31.91,437.8,953.46,Unstable
33.27,60.3,1011.65,Hot_Dry
30.6,388.8,959.55,Unstable
29.86,78.5,1009.34,Hot_Dry
39.81,282.3,990.73,Unstable
25.52,276.1,979.67,Cool_Humid
33.98,156.5,1004.97,Hot_Dry
40.0,810.3,919.45,Unstable
21.83,526.3,947.71,Unstable
23.45,378.5,970.26,Cool_Humid
30.32,207.2,995.0,Hot_Dry
35.0,190.2,995.0,Hot_Dry
26.0,312.8,978.88,Cool_Humid
31.28,245.7,995.0,Hot_Dry
31.52,221.5,995.0,Hot_Dry
30.65,111.0,1005.15,Hot_Dry
29.49,206.7,995.0,Hot_Dry
31.39,233.5,995.0,Hot_Dry
23.35,541.9,946.46,Cool_Humid
22.32,318.6,975.79,Cool_Humid
35.0,0.0,1018.78,Hot_Dry
28.73,91.1,1006.76,Hot_Dry
31.74,151.1,995.34,Hot_Dry
32.64,635.3,929.74,Unstable
22.84,608.4,945.0,Cool_Humid
27.93,462.0,949.24,Unstable
21.01,379.5,968.95,Cool_Humid
23.02,499.4,958.14,Cool_Humid
24.4,463.0,961.87,Cool_Humid
16.54,126.5,981.18,Unstable
21.76,974.4,900.56,Unstable
30.63,227.2,995.0,Hot_Dry
20.89,783.8,945.0,Cool_Humid
30.98,175.4,998.21,Hot_Dry
22.26,476.5,958.38,Cool_Humid
29.93,259.5,995.0,Hot_Dry
36.8,133.1,992.73,Unstable
23.96,683.2,945.0,Cool_Humid
25.66,200.0,991.04,Cool_Humid
29.71,145.1,999.02,Hot_Dry
25.22,62.0,993.34,Unstable
36.24,737.1,924.73,Unstable
24.93,527.7,951.48,Cool_Humid
33.6,41.7,1013.4,Hot_Dry
28.08,80.8,1007.69,Hot_Dry
24.91,527.2,951.35,Cool_Humid
24.9,507.1,952.93,Cool_Humid
31.88,1.0,972.27,Unstable
24.45,405.0,967.56,Cool_Humid
30.17,98.9,1003.79,Hot_Dry
24.58,551.2,949.85,Cool_Humid
22.79,960.0,917.14,Unstable
22.72,338.9,972.23,Cool_Humid
33.99,576.4,927.3,Unstable
32.38,264.6,995.0,Hot_Dry
21.18,480.1,959.11,Cool_Humid
24.36,318.7,975.4,Cool_Humid
21.48,471.0,958.38,Cool_Humid
26.0,373.0,970.81,Cool_Humid
33.65,179.5,995.08,Hot_Dry
29.84,209.3,995.0,Hot_Dry
18.53,978.2,900.0,Unstable
22.4,682.0,945.0,Cool_Humid
24.46,302.1,975.88,Cool_Humid
38.28,746.2,949.4,Unstable
33.97,176.0,997.63,Hot_Dry
24.57,600.6,945.0,Cool_Humid
29.14,140.6,997.71,Hot_Dry
35.0,179.7,995.0,Hot_Dry
31.55,145.1,1001.26,Hot_Dry
39.69,17.1,1017.48,Unstable
40.0,981.1,900.0,Unstable
39.47,267.1,995.89,Unstable
22.32,265.5,984.63,Cool_Humid
25.33,213.2,985.17,Cool_Humid
39.1,699.3,912.16,Unstable
20.0,474.6,960.85,Cool_Humid
25.08,374.4,970.93,Cool_Humid
24.37,309.7,974.73,Cool_Humid
33.33,155.5,1001.51,Unstable
32.05,54.3,1010.02,Hot_Dry
31.21,140.4,995.0,Hot_Dry
23.01,385.1,968.46,Cool_Humid
24.57,699.2,945.0,Cool_Humid
22.3,448.7,960.75,Cool_Humid
26.0,521.4,952.99,Cool_Humid
28.28,175.7,995.0,Hot_Dry
31.68,275.2,969.27,Unstable
29.43,147.2,998.44,Hot_Dry
32.26,180.3,995.0,Hot_Dry
20.62,637.9,945.0,Cool_Humid
21.48,611.2,945.0,Cool_Humid
31.83,215.5,995.0,Hot_Dry
28.53,195.9,995.25,Hot_Dry
15.86,312.7,986.41,Unstable
32.87,795.6,913.74,Unstable
24.59,212.2,988.14,Cool_Humid
24.12,359.5,969.27,Cool_Humid
24.32,46.4,992.1,Unstable
31.69,117.5,1005.22,Hot_Dry
31.94,145.2,995.65,Hot_Dry
33.19,160.8,999.17,Hot_Dry
28.82,248.2,995.0,Hot_Dry
40.0,190.1,985.77,Unstable
24.61,580.6,945.0,Cool_Humid
21.61,668.7,945.0,Cool_Humid
30.43,807.1,921.87,Unstable
33.63,159.2,995.0,Hot_Dry
22.81,344.0,971.33,Cool_Humid
21.14,463.6,957.75,Cool_Humid
22.53,725.5,945.0,Cool_Humid
29.09,124.2,1005.95,Hot_Dry
25.65,308.6,977.84,Cool_Humid
38.91,971.5,900.0,Unstable
22.42,387.7,970.64,Cool_Humid
40.0,626.4,958.16,Unstable
27.84,515.2,924.71,Unstable
26.84,989.7,900.0,Unstable
34.61,104.3,1019.1,Unstable
40.0,967.8,913.68,Unstable
29.48,483.6,929.3,Unstable
37.3,660.5,958.05,Unstable
23.56,800.0,945.0,Cool_Humid
38.23,92.2,996.19,Unstable
32.32,76.8,1007.74,Hot_Dry
22.69,727.5,945.0,Cool_Humid
24.59,122.8,1003.86,Unstable
23.18,117.0,997.94,Unstable
29.29,136.9,1001.69,Hot_Dry
33.31,260.5,995.0,Hot_Dry
29.11,148.5,999.66,Hot_Dry
29.85,90.3,1009.19,Hot_Dry
23.49,379.1,967.93,Cool_Humid
23.03,332.1,975.72,Cool_Humid
26.36,188.5,969.45,Unstable
25.88,435.1,961.48,Cool_Humid
38.11,773.8,925.99,Unstable
36.95,408.0,948.6,Unstable
33.72,190.1,995.0,Hot_Dry
30.8,198.6,995.0,Hot_Dry
